Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency
"Kilo, Apogee Mind",EOC,Edge of Eternities Commander,3,normal,mythic,1,106760,307a859e-eb80-4af6-b731-92e4767b5100,1.7,false,false,near_mint,en,EUR
Cosmogrand Zenith,EOE,Edge of Eternities,9,foil,mythic,1,107134,b3c1e5e3-4e6b-456a-958c-7a75c38f8183,9.0,false,false,near_mint,en,EUR
Patrolling Peacemaker,EOC,Edge of Eternities Commander,25,normal,rare,3,107402,34429a6d-2d62-4b4d-9b6e-2006a07837a8,2.9,false,false,near_mint,en,EUR
Entropic Battlecruiser,EOE,Edge of Eternities,332,normal,rare,1,107538,c3cf23c5-cef9-4d78-9f09-a737e59b8d70,0.89,false,false,near_mint,en,EUR
Deserted Temple,EOS,Edge of Eternities: Stellar Sights,56,foil,mythic,1,107504,a03daca1-eb33-48a7-b5c1-fc4c524249c0,43.5,false,false,near_mint,en,EUR
"Haliya, Guided by Light",EOE,Edge of Eternities,289,foil,rare,1,107194,e97f7f80-51f0-4366-a094-ee75ce03adb4,3.0,false,false,near_mint,en,EUR
Lumen-Class Frigate,EOE,Edge of Eternities,25,foil,rare,2,107370,0cc59b5a-65fa-47cc-8ac7-b7c3f533a782,0.26,false,false,near_mint,en,EUR
The Seriema,EOE,Edge of Eternities,35,foil,rare,1,106771,dec91ec3-42d3-4922-96f0-dbb50a576084,0.95,false,false,near_mint,en,EUR
"Haliya, Guided by Light",EOE,Edge of Eternities,19,normal,rare,1,107055,6f7c63ae-5df3-410f-8643-b8c69133ca9d,0.68,false,false,near_mint,en,EUR
The Seriema,EOE,Edge of Eternities,35,normal,rare,2,106771,dec91ec3-42d3-4922-96f0-dbb50a576084,0.25,false,false,near_mint,en,EUR
Emissary Escort,EOE,Edge of Eternities,399,foil,rare,3,107206,f32df6a8-d77f-40ce-bcac-9495db458210,0.3,false,false,near_mint,en,EUR
Starfield Vocalist,EOE,Edge of Eternities,328,foil,rare,1,107102,9831b27e-90f5-4799-8b87-644a91b853e6,3.99,false,false,near_mint,en,EUR
"Mm'menon, the Right Hand",EOE,Edge of Eternities,68,foil,rare,2,107473,82add0a0-e402-4b31-b101-81c0bf332015,0.59,false,false,near_mint,en,EUR
Starfield Vocalist,EOE,Edge of Eternities,328,normal,rare,2,107102,9831b27e-90f5-4799-8b87-644a91b853e6,2.49,false,false,near_mint,en,EUR
"Mm'menon, the Right Hand",EOE,Edge of Eternities,290,foil,rare,1,107433,53bd9149-e157-4f0b-becf-0b64f47dbad3,3.98,false,false,near_mint,en,EUR
Nexus of Fate,SPG,Special Guests,122,foil,mythic,1,107431,506dab4a-9b63-4f9f-897f-7bb06fea871f,16.75,false,false,near_mint,en,EUR
Zero Point Ballad,EOE,Edge of Eternities,128,foil,rare,1,107722,59cf9f4d-54cd-4cda-9726-65e16100ab46,0.95,false,false,near_mint,en,EUR
"Xu-Ifit, Osteoharmonist",EOE,Edge of Eternities,127,foil,rare,2,107534,c0838f25-2193-4305-b73a-bf0c0bb4981a,1.19,false,false,near_mint,en,EUR
Chorale of the Void,EOE,Edge of Eternities,331,foil,rare,1,107458,6fda7329-0a1e-4921-bc6f-f2f4f1544878,2.38,false,false,near_mint,en,EUR
Rust Harvester,EOE,Edge of Eternities,310,normal,rare,3,107066,7aca78c5-3ee4-49b8-a2bd-99f5ace9d9f7,0.76,false,false,near_mint,en,EUR
Weapons Manufacturing,EOE,Edge of Eternities,168,normal,rare,1,107111,a058f1a6-318c-4bba-981e-ace079ada806,1.25,false,false,near_mint,en,EUR
"Xu-Ifit, Osteoharmonist",EOE,Edge of Eternities,127,normal,rare,1,107534,c0838f25-2193-4305-b73a-bf0c0bb4981a,0.87,false,false,near_mint,en,EUR
Long-Range Sensor,EOC,Edge of Eternities Commander,31,normal,rare,2,107589,fd45c938-6c03-4d27-bff6-e454377748df,0.49,false,false,near_mint,en,EUR
Warmaker Gunship,EOE,Edge of Eternities,167,normal,rare,2,107106,9e5957f4-1cae-4989-8b40-27fc6e2fcf5e,0.03,false,false,near_mint,en,EUR
"Tannuk, Steadfast Second",EOE,Edge of Eternities,162,foil,mythic,1,107594,44607ed3-9523-40ac-9f61-0edd011cf762,6.0,false,false,near_mint,en,EUR
Terminal Velocity,EOE,Edge of Eternities,163,normal,rare,2,107696,1d18dc06-16f0-4a3b-8d52-dbf4aa2c393d,0.04,false,false,near_mint,en,EUR
Frenzied Baloth,EOE,Edge of Eternities,342,normal,rare,2,107182,dbd6cfbd-1cb7-4b15-9d03-f07b3a874e2d,6.66,false,false,near_mint,en,EUR
Bioengineered Future,EOE,Edge of Eternities,172,foil,rare,1,107472,800ee479-c1dc-4dd0-9b98-436c78997958,0.9,false,false,near_mint,en,EUR
Terrasymbiosis,EOE,Edge of Eternities,312,normal,rare,3,107163,cc708b6c-6224-42b7-8249-a78fcb31fef4,4.98,false,false,near_mint,en,EUR
Terminal Velocity,EOE,Edge of Eternities,338,foil,rare,1,107174,d36147a8-dfcd-4d56-a98d-72fee52578d6,1.9,false,false,near_mint,en,EUR
Terrasymbiosis,EOE,Edge of Eternities,312,foil,rare,2,107163,cc708b6c-6224-42b7-8249-a78fcb31fef4,5.0,false,false,near_mint,en,EUR
Loading Zone,EOE,Edge of Eternities,344,normal,rare,2,107774,d2111f0f-924e-4293-ba1d-15ae31088bb7,6.0,false,false,near_mint,en,EUR
Ouroboroid,EOE,Edge of Eternities,201,normal,mythic,1,106971,209c591a-4ab2-4e89-9523-a7b766cf4e51,8.0,false,false,near_mint,en,EUR
Icetill Explorer,EOE,Edge of Eternities,343,normal,rare,1,107582,f63de2e4-f094-4b10-b754-1285ad64effc,9.99,false,false,near_mint,en,EUR
"Ragost, Deft Gastronaut",EOE,Edge of Eternities,224,normal,rare,1,106939,011374c3-f69d-4573-8c32-5bd0fe083d6a,0.18,false,false,near_mint,en,EUR
Biotech Specialist,EOE,Edge of Eternities,214,normal,rare,1,106956,127c221f-94e7-4a0e-a7a6-79ef399862d3,0.4,false,false,near_mint,en,EUR
Loading Zone,EOE,Edge of Eternities,196,foil,rare,2,107371,0d2c95bd-79af-4a23-b265-62cc0b164e3e,3.79,false,false,near_mint,en,EUR
Biotech Specialist,EOE,Edge of Eternities,214,foil,rare,3,106956,127c221f-94e7-4a0e-a7a6-79ef399862d3,0.99,false,false,near_mint,en,EUR
Genemorph Imago,EOE,Edge of Eternities,299,normal,rare,3,106996,37c2ab54-e856-41d5-86ba-c6a7d2774546,0.44,false,false,near_mint,en,EUR
"Syr Vondam, Sunstar Exemplar",EOE,Edge of Eternities,302,normal,rare,2,107500,9c39b081-ad53-4c43-93f4-3a4ebb24299b,0.94,false,false,near_mint,en,EUR
Pinnacle Emissary,EOE,Edge of Eternities,349,normal,rare,3,107394,2b755ebd-a194-4b78-b1e8-606a7d231598,6.5,false,false,near_mint,en,EUR
"Hearthhull, the Worldseed",EOC,Edge of Eternities Commander,1,normal,mythic,2,107054,6b913e79-a9f6-44d4-bb37-c4f6f66b8151,1.45,false,false,near_mint,en,EUR
"Szarel, Genesis Shepherd",EOC,Edge of Eternities Commander,4,normal,mythic,3,106766,89b61123-b10f-4bcf-b5f9-1f302f9b22d1,0.45,false,false,near_mint,en,EUR
Singularity Rupture,EOE,Edge of Eternities,228,foil,rare,3,107116,a34012e3-ec7a-4713-a2c2-f8efff49e364,0.3,false,false,near_mint,en,EUR
The Dominion Bracelet,EOE,Edge of Eternities,352,foil,mythic,1,107320,bb1492cf-b56f-40c7-a52b-7e354bcadc1d,10.0,false,false,near_mint,en,EUR
Solar Array,EOC,Edge of Eternities Commander,38,normal,rare,3,107372,0e14344e-f8cf-4266-804f-207783814306,0.95,false,false,near_mint,en,EUR
"Dawnsire, Sunstar Dreadnought",EOE,Edge of Eternities,238,foil,mythic,1,107035,6133355c-3dcf-466a-b771-fe6c44d4fa4d,6.25,false,false,near_mint,en,EUR
Anticausal Vestige,EOE,Edge of Eternities,357,foil,mythic,1,107122,a8c94ccb-f6af-4a26-b773-624d6ce54330,10.0,false,false,near_mint,en,EUR
Extinguisher Battleship,EOE,Edge of Eternities,355,normal,rare,2,107019,5062b3a3-0ec6-4c1b-9394-e2f2e2301c43,1.25,false,false,near_mint,en,EUR
Godless Shrine,EOE,Edge of Eternities,254,normal,rare,3,106768,8c542ea4-98c3-4c2d-9066-205ab7aa697a,6.73,false,false,near_mint,en,EUR
Breeding Pool,EOE,Edge of Eternities,251,foil,rare,1,106761,3c750d5a-f743-41ff-b5ba-02025ca0bec2,9.95,false,false,near_mint,en,EUR
"Uthros, Titanic Godcore",EOE,Edge of Eternities,260,normal,mythic,1,106952,11da39d6-cfa6-498d-91b1-11454cc7e5a3,14.89,false,false,near_mint,en,EUR
Breeding Pool,EOE,Edge of Eternities,278,foil,rare,2,106968,1c575871-9b46-4cd4-8596-54dc04f76456,15.99,false,false,near_mint,en,EUR
Sacred Foundry,EOE,Edge of Eternities,282,normal,rare,2,107109,9f74d8ad-9db9-4162-9d20-9779233a634e,7.99,false,false,near_mint,en,EUR
Stomping Ground,EOE,Edge of Eternities,283,normal,rare,1,107211,f802db1f-6533-4118-b677-562bfb135904,7.0,false,false,near_mint,en,EUR
"Uthros, Titanic Godcore",EOE,Edge of Eternities,380,foil,mythic,1,107038,634bccd9-ab66-4620-a7b1-b9c984641558,130.0,false,false,near_mint,en,EUR
Vernal Fen,EOC,Edge of Eternities Commander,44,normal,rare,4,107039,63a8b029-add2-4f47-8959-8bf1b6cff399,0.98,false,false,near_mint,en,EUR
Glittering Massif,EOC,Edge of Eternities Commander,42,normal,rare,2,107548,cf9b8d08-93f4-479c-875a-b6f7766c59d8,0.45,false,false,near_mint,en,EUR
Radiant Summit,EOC,Edge of Eternities Commander,43,normal,rare,4,107528,b8e7e906-2bac-4399-84c9-bc3f2647baba,0.8,false,false,near_mint,en,EUR
Terrain Generator,EOS,Edge of Eternities: Stellar Sights,178,foil,rare,1,107441,5c29b036-2ece-4c85-a1e9-75e8fe40ce7b,44.98,false,false,near_mint,en,EUR
Hissing Quagmire,EOS,Edge of Eternities: Stellar Sights,19,normal,rare,1,107561,d9bb686f-d66d-4de3-9497-a7d23d5c87b7,0.4,false,false,near_mint,en,EUR
Celestial Colonnade,EOS,Edge of Eternities: Stellar Sights,7,normal,rare,2,107162,ca60d7c8-4ceb-46c8-85be-30ba5879b130,0.64,false,false,near_mint,en,EUR
Needle Spires,EOS,Edge of Eternities: Stellar Sights,75,normal,rare,2,107380,1b9ac749-c642-47a1-bc23-281f505edff4,1.5,false,false,near_mint,en,EUR
Raging Ravine,EOS,Edge of Eternities: Stellar Sights,35,foil,rare,2,107574,ed878350-ebc3-419b-9dd9-384e44906569,0.7,false,false,near_mint,en,EUR
Power Depot,EOS,Edge of Eternities: Stellar Sights,34,normal,rare,1,107218,feaffb58-26e0-4f14-80af-681b785bb059,0.25,false,false,near_mint,en,EUR
Thespian's Stage,EOS,Edge of Eternities: Stellar Sights,89,normal,rare,2,107148,c1394924-511a-43db-b9cd-5fb1b64c6597,4.47,false,false,near_mint,en,EUR
Mystifying Maze,EOS,Edge of Eternities: Stellar Sights,29,normal,rare,1,107389,2520c11e-5751-493e-bdae-defe2e05e448,0.25,false,false,near_mint,en,EUR
Inkmoth Nexus,EOS,Edge of Eternities: Stellar Sights,20,normal,mythic,1,107268,4c65f0c0-e771-4236-a3aa-02a0104eb4bc,7.95,false,false,near_mint,en,EUR
Bonders' Enclave,EOS,Edge of Eternities: Stellar Sights,4,normal,rare,2,107222,02a16e1e-1ea8-49af-9cde-2166134f7bdc,0.99,false,false,near_mint,en,EUR
Eldrazi Temple,EOS,Edge of Eternities: Stellar Sights,14,normal,rare,3,106938,010abd40-3f9c-44bc-8570-d539750c3cd7,2.96,false,false,near_mint,en,EUR
Sunken Citadel,EOS,Edge of Eternities: Stellar Sights,41,normal,rare,1,107506,a12a9d09-7b6a-4207-96db-0d968cbdc09c,0.58,false,false,near_mint,en,EUR
Lavaclaw Reaches,EOS,Edge of Eternities: Stellar Sights,67,normal,rare,1,107501,9d52ff66-d02d-482e-b6aa-ac78391d590b,2.98,false,false,near_mint,en,EUR
Pinnacle Emissary,EOE,Edge of Eternities,223,foil,rare,2,107410,3c922347-f05f-40a4-bbee-6bc02a1e0de5,3.99,false,false,near_mint,en,EUR
Moxite Refinery,EOC,Edge of Eternities Commander,37,normal,rare,3,107573,eae2f9c7-8a72-4b9b-a8ea-c531d0ef168f,0.25,false,false,near_mint,en,EUR
Baloth Prime,EOC,Edge of Eternities Commander,33,normal,rare,2,107107,9ea5a4f4-14d0-4da4-9cd0-0b3188307302,0.45,false,false,near_mint,en,EUR
Scouring Swarm,EOC,Edge of Eternities Commander,36,normal,rare,3,106966,1a9318ca-2974-4d3f-8951-205ba3f9c64a,0.7,false,false,near_mint,en,EUR
Archenemy's Charm,EOE,Edge of Eternities,307,foil,rare,2,107160,c9e9b71b-a54c-4891-9c16-28aebfafb644,2.93,false,false,near_mint,en,EUR
Depthshaker Titan,EOC,Edge of Eternities Commander,29,normal,rare,3,107426,4b379771-e16f-4ca4-b656-9f66a8128970,0.25,false,false,near_mint,en,EUR
Hardlight Containment,EOE,Edge of Eternities,20,foil,rare,5,107368,0b934241-4d6b-4b9c-99f1-c49cb387cf56,0.49,false,false,near_mint,en,EUR
Uthros Research Craft,EOC,Edge of Eternities Commander,27,normal,rare,4,107386,2063f688-ab86-4c7c-9237-bdb47f56a618,0.9,false,false,near_mint,en,EUR
Moonlit Meditation,EOE,Edge of Eternities,327,normal,rare,2,107495,9763f489-6b2b-4a19-84a4-1fc602124890,1.56,false,false,near_mint,en,EUR
Bonders' Enclave,EOS,Edge of Eternities: Stellar Sights,94,foil,rare,1,107317,b43d9b73-73c1-4b23-be72-0924bae9b7b8,14.0,false,false,near_mint,en,EUR
Stomping Ground,EOE,Edge of Eternities,378,foil,rare,1,107000,3ba7e782-3c6a-4f3b-b00d-cf982ad31376,55.0,false,false,near_mint,en,EUR
Possibility Technician,EOE,Edge of Eternities,153,foil,rare,2,107267,4b146c78-403f-48c8-941d-41114498bb89,0.1,false,false,near_mint,en,EUR
Eumidian Wastewaker,EOC,Edge of Eternities Commander,28,normal,rare,3,107074,813ce895-959c-46b1-82c8-48b73a681dbb,0.4,false,false,near_mint,en,EUR
Infinite Guideline Station,EOE,Edge of Eternities,348,normal,rare,2,106992,334654be-c433-43b6-bf33-8ba040c3c3a8,0.97,false,false,near_mint,en,EUR
Anticausal Vestige,EOE,Edge of Eternities,1,foil,rare,2,106995,35372b69-6086-44e0-9f7c-681e362e5142,1.75,false,false,near_mint,en,EUR
Singularity Rupture,EOE,Edge of Eternities,350,foil,rare,1,107192,e88877c1-0a77-4730-8bc3-5ca0dbdd4566,0.95,false,false,near_mint,en,EUR
Swarmyard,EOS,Edge of Eternities: Stellar Sights,42,foil,rare,1,107393,2b4ee0e7-7528-4fdc-a768-055d2c097f05,3.45,false,false,near_mint,en,EUR
Cosmogoyf,EOE,Edge of Eternities,313,normal,rare,1,106961,15b98944-23c9-4609-b323-7925adaa9aac,4.35,false,false,near_mint,en,EUR
Archenemy's Charm,EOE,Edge of Eternities,88,foil,rare,1,107184,dcde5f27-e2f0-4d2a-afa3-f300896ec4b1,1.5,false,false,near_mint,en,EUR
Sledge-Class Seedship,EOE,Edge of Eternities,346,foil,rare,1,107595,4d0c21a9-033c-42af-acbe-84284e0849f7,1.25,false,false,near_mint,en,EUR
Rust Harvester,EOE,Edge of Eternities,159,foil,rare,2,107069,7ce58765-d2f4-4fbf-8635-580c9400ff2e,0.5,false,false,near_mint,en,EUR
Godless Shrine,EOE,Edge of Eternities,254,foil,rare,1,106768,8c542ea4-98c3-4c2d-9066-205ab7aa697a,9.48,false,false,near_mint,en,EUR
Evendo Brushrazer,EOC,Edge of Eternities Commander,30,normal,rare,4,107191,e7a4a1da-664d-4675-8ddd-df5fc1b962bc,0.45,false,false,near_mint,en,EUR
"Kavaron, Memorial World",EOE,Edge of Eternities,281,normal,mythic,2,107229,0f03d025-3ec8-4ae4-93e3-0fb96e105b7f,5.5,false,false,near_mint,en,EUR
Blinkmoth Nexus,EOS,Edge of Eternities: Stellar Sights,3,foil,rare,1,107059,765fad0a-50fe-4e19-87a1-c3ec70937f61,2.75,false,false,near_mint,en,EUR
Memorial Vault,EOE,Edge of Eternities,336,normal,rare,1,107731,6b4cf1fb-9a56-4d75-a42e-5a92bcfe5b08,0.99,false,false,near_mint,en,EUR
Famished Worldsire,EOE,Edge of Eternities,182,foil,mythic,1,107248,2934c9c8-d23a-462b-83d5-94e88c8663ac,6.45,false,false,near_mint,en,EUR
"Inspirit, Flagship Vessel",EOC,Edge of Eternities Commander,2,normal,mythic,2,107014,46900ec7-eb18-45c4-8e90-a48b665cfdee,0.9,false,false,near_mint,en,EUR
Terminal Velocity,EOE,Edge of Eternities,338,normal,rare,1,107174,d36147a8-dfcd-4d56-a98d-72fee52578d6,1.0,false,false,near_mint,en,EUR
Elegy Acolyte,EOE,Edge of Eternities,293,foil,rare,1,107219,ffa43efe-15ea-4c38-ab4a-764baa084e44,1.18,false,false,near_mint,en,EUR
Hardlight Containment,EOE,Edge of Eternities,319,normal,rare,2,107512,a84523b1-bfa4-4506-96d3-f655727f1cfc,1.0,false,false,near_mint,en,EUR
Inventors' Fair,EOS,Edge of Eternities: Stellar Sights,21,normal,mythic,1,106943,06b24278-4d20-4d74-8be8-c8078e0a1873,6.95,false,false,near_mint,en,EUR
Mutinous Massacre,EOE,Edge of Eternities,363,foil,mythic,1,107136,b446c5a9-0963-474c-a4d6-13da808dbbc1,7.0,false,false,near_mint,ja,EUR
Lumen-Class Frigate,EOE,Edge of Eternities,321,normal,rare,2,107471,7fffe390-d16c-4891-b94a-99e895f219d0,0.5,false,false,near_mint,en,EUR
Sunset Saboteur,EOE,Edge of Eternities,116,foil,rare,2,106998,396bca07-82ba-49b7-b79e-7784b3a06d48,0.5,false,false,near_mint,en,EUR
Possibility Technician,EOE,Edge of Eternities,295,foil,rare,1,107337,d68ed960-c7ea-454c-8395-6cbb621a7940,0.5,false,false,near_mint,en,EUR
Power Depot,EOS,Edge of Eternities: Stellar Sights,79,normal,rare,1,107571,ea5314a6-244b-4375-9965-c7ea93f4d52f,1.5,false,false,near_mint,en,EUR
Requiem Monolith,EOE,Edge of Eternities,333,normal,rare,1,107395,2c44310c-80e2-4398-9b7a-097eca86ee48,0.7,false,false,near_mint,en,EUR
Warmaker Gunship,EOE,Edge of Eternities,167,foil,rare,2,107106,9e5957f4-1cae-4989-8b40-27fc6e2fcf5e,0.15,false,false,near_mint,en,EUR
Ouroboroid,EOE,Edge of Eternities,345,foil,mythic,1,107104,9a6eb356-7418-443f-a51b-37ebc3526fce,14.95,false,false,near_mint,en,EUR
Lumbering Falls,EOS,Edge of Eternities: Stellar Sights,24,normal,rare,1,107557,d75fb845-e000-4f5d-9546-1fd610726aa2,0.05,false,false,near_mint,en,EUR
Sledge-Class Seedship,EOE,Edge of Eternities,346,normal,rare,2,107595,4d0c21a9-033c-42af-acbe-84284e0849f7,1.22,false,false,near_mint,en,EUR
Weftwalking,EOE,Edge of Eternities,86,foil,mythic,1,107406,39d48ddd-4529-4284-9da3-5272ad362b9b,3.0,false,false,near_mint,en,EUR
Quantum Riddler,EOE,Edge of Eternities,305,foil,mythic,1,106983,2b0e16d5-a3e5-4e58-9f97-3d967618f015,20.0,false,false,near_mint,en,EUR
Grove of the Burnwillows,EOS,Edge of Eternities: Stellar Sights,17,normal,mythic,1,107405,38900352-9087-4842-9a99-aceb862e5d70,4.75,false,false,near_mint,en,EUR
"Ragost, Deft Gastronaut",EOE,Edge of Eternities,300,normal,rare,2,107015,4a62293d-63a7-4038-b3e9-197bb2b9ec90,0.69,false,false,near_mint,en,EUR
Baloth Prime,EOC,Edge of Eternities Commander,13,normal,rare,1,106985,2c723fc9-d5c9-4126-a9a6-f80c247a4b6b,0.5,false,false,near_mint,en,EUR
Moonlit Meditation,EOE,Edge of Eternities,69,foil,rare,1,107580,f2a56007-5bca-4edf-9cc4-5f77a273636c,0.7,false,false,near_mint,en,EUR
Exalted Sunborn,EOE,Edge of Eternities,318,foil,mythic,1,107150,c295983e-e8eb-4adc-8c72-9c3ecf3a29df,26.98,false,false,near_mint,en,EUR
Terrain Generator,EOS,Edge of Eternities: Stellar Sights,43,normal,rare,2,107496,97b4d936-a7d6-4d43-87b5-0378f57e9e61,0.8,false,false,near_mint,en,EUR
Emissary Escort,EOE,Edge of Eternities,326,normal,rare,1,107151,c2dca493-9f1e-479a-a1d2-893d4799be3e,0.45,false,false,near_mint,en,EUR
"Adagia, Windswept Bastion",EOE,Edge of Eternities,250,foil,mythic,1,107156,c634273a-94b0-4104-9d10-ae522ece1fc7,5.45,false,false,near_mint,en,EUR
Strip Mine,EOS,Edge of Eternities: Stellar Sights,40,foil,mythic,1,107445,62aa232c-6034-4417-95a6-77b3a81c505c,17.0,false,false,near_mint,en,EUR
Biotech Specialist,EOE,Edge of Eternities,347,normal,rare,1,107101,97dc831c-bd78-4c21-a1f3-24794db8eb5f,0.99,false,false,near_mint,en,EUR
"Syr Vondam, Sunstar Exemplar",EOE,Edge of Eternities,302,foil,rare,2,107500,9c39b081-ad53-4c43-93f4-3a4ebb24299b,1.98,false,false,near_mint,en,EUR
Scavenger Grounds,EOS,Edge of Eternities: Stellar Sights,82,normal,rare,1,107356,fadc0fff-ab1c-4ad4-80ea-8bf903b94cf2,3.99,false,false,near_mint,en,EUR
Mightform Harmonizer,EOE,Edge of Eternities,297,foil,rare,1,107392,29bc9be4-4fc3-440a-a851-0c7f8989c9b5,1.94,false,false,near_mint,en,EUR
Sunken Citadel,EOS,Edge of Eternities: Stellar Sights,86,normal,rare,1,107449,648c4597-9270-44e5-a21d-ce5fafac00d7,5.0,false,false,near_mint,en,EUR
Bioengineered Future,EOE,Edge of Eternities,340,normal,rare,1,107290,8064eb67-5397-4a25-a02e-f2a0a3e839aa,1.8,false,false,near_mint,en,EUR
Surge Conductor,EOC,Edge of Eternities Commander,39,normal,rare,1,107491,9256ac07-aa4d-4f65-8e74-85ec5959dee9,0.87,false,false,near_mint,en,EUR
Biotech Specialist,EOE,Edge of Eternities,347,foil,rare,1,107101,97dc831c-bd78-4c21-a1f3-24794db8eb5f,1.5,false,false,near_mint,en,EUR
"Uthros, Titanic Godcore",EOE,Edge of Eternities,285,normal,mythic,1,107120,a76ecc4f-5e77-4d96-9df7-fe703bbc39df,20.0,false,false,near_mint,en,EUR
The Eternity Elevator,EOE,Edge of Eternities,354,foil,rare,2,106975,23d2c721-42a6-4108-91c2-93f59b645313,7.0,false,false,near_mint,en,EUR
Endless Sands,EOS,Edge of Eternities: Stellar Sights,15,foil,rare,1,106949,0d79548c-bcef-46b5-929c-efbaf72cb29e,0.65,false,false,near_mint,en,EUR
Exploration Broodship,EOC,Edge of Eternities Commander,34,normal,rare,1,106993,3410f9c6-ac11-4e7f-aefd-69fba43e1315,2.98,false,false,near_mint,en,EUR
